30_day_cum_funding,3_day_cum_funding,7_day_cum_funding,allocation_percentage,apr_id,apr_score,expected_apy,next_funding_rate,previous_funding_rate,simulator_id,staking_apy,symbol,time
"-0.23038092","-0.06369119999999999","0.031955142857142856","0","26","0.007445576571428577","0.007445576571428577","0.10800000000000001","0.10800000000000001","null","null","AXSUSD_PERP","Sat, 13 Dec 2025 15:13:44 GMT"
"0.06994620000000003","0.0844656","0.06151937142857144","0","27","0.0035101542857142905","0.0035101542857142905","-0.20490840000000002","0.0673272","null","null","SANDUSD_PERP","Sat, 13 Dec 2025 15:13:44 GMT"
"0.027247320000000002","0.0","0.0","0","28","0.0027247320000000005","0.0027247320000000005","0.0","0.0","null","null","BNBUSD_PERP","Sat, 13 Dec 2025 15:13:44 GMT"
"0.015996","0.018890399999999998","0.03773108571428571","0","29","0.0009981171428571404","0.0009981171428571404","-0.058752000000000006","0.0058211999999999995","null","null","DOGEUSD_PERP","Sat, 13 Dec 2025 15:13:44 GMT"
"0.03985488","-0.008749199999999997","0.019465200000000002","0","30","-0.0015540119999999987","-0.0015540119999999987","0.0199368","-0.07861320000000001","null","null","ETHUSD_PERP","Sat, 13 Dec 2025 15:13:44 GMT"
"-0.13226316","0.0663816","-0.08667925714285714","0","31","-0.02363252742857143","-0.02363252742857143","0.10800000000000001","-0.2665656","null","null","GMTUSD_PERP","Sat, 13 Dec 2025 15:13:44 GMT"
"-0.07604723999999999","-0.09375360000000002","-0.019203428571428573","0","32","-0.02834380971428572","-0.02834380971428572","0.0046440000000000006","0.0671112","null","null","AVAXUSD_PERP","Sat, 13 Dec 2025 15:13:44 GMT"
"-0.05128439999999997","0.05862120000000001","-0.02026902857142857","0","33","-0.054517225714285716","-0.054517225714285716","-0.279828","0.0469044","null","null","OPUSD_PERP","Sat, 13 Dec 2025 15:13:44 GMT"
"-0.14989512","-0.11803679999999998","-0.12498942857142856","0","34","-0.0601752977142857","-0.0601752977142857","0.044485199999999996","0.027345599999999998","null","null","ATOMUSD_PERP","Sat, 13 Dec 2025 15:13:44 GMT"
"-0.045730679999999996","-0.0625776","-0.03053417142857143","0","35","-0.061652302285714285","-0.061652302285714285","-0.1537704","0.041623200000000006","null","null","DOTUSD_PERP","Sat, 13 Dec 2025 15:13:44 GMT"
"-0.014960759999999993","-0.09716759999999999","-0.10526502857142855","0","36","-0.12937242171428573","-0.12937242171428573","-0.124794","-0.3098304","null","null","BCHUSD_PERP","Sat, 13 Dec 2025 15:13:44 GMT"
"-0.14716259999999998","0.001888800000000001","-0.03254554285714286","0","37","-0.13264392857142857","-0.13264392857142857","-0.5127408","0.10800000000000001","null","null","APTUSD_PERP","Sat, 13 Dec 2025 15:13:44 GMT"
"-0.3138402","-0.1437552","-0.41095902857142874","0","38","-0.14363438571428574","-0.14363438571428574","0.10800000000000001","-0.09287999999999999","null","null","EGLDUSD_PERP","Sat, 13 Dec 2025 15:13:44 GMT"
"-0.46539815999999995","-1.1187900000000002","-1.435210971428571","0","39","-1.0259629902857141","-1.0259629902857141","0.10800000000000001","-2.5582932","null","null","DOGSUSD_PERP","Sat, 13 Dec 2025 15:13:44 GMT"
